# # Data simulated with Soft Potato 2.0, for more information visit https://oliverrdz.xyz/soft-potato
# # t/s, E/V, i/A
0.000000000000000000e+00,-5.000000000000000000e-01,0.000000000000000000e+00
1.000500250125062468e-01,-4.989989989989990216e-01,3.537178989562536387e-12
2.001000500250124936e-01,-4.979979979979979876e-01,1.555464994708591231e-12
3.001500750375187265e-01,-4.969969969969970092e-01,1.643819097389716914e-12
4.002001000500249872e-01,-4.959959959959959752e-01,1.305918020120947479e-12
5.002501250625311924e-01,-4.949949949949949968e-01,1.330632495642743309e-12
6.003001500750374531e-01,-4.939939939939940183e-01,1.223101884606527859e-12
7.003501750875437137e-01,-4.929929929929929844e-01,1.239112033574664408e-12
8.004002001000499744e-01,-4.919919919919920059e-01,1.204812824926748076e-12
9.004502251125562351e-01,-4.909909909909909720e-01,1.223213983386567204e-12
1.000500250125062385e+00,-4.899899899899899935e-01,1.220969852040013093e-12
1.100550275137568645e+00,-4.889889889889890151e-01,1.244391311248971983e-12
1.200600300150074906e+00,-4.879879879879879812e-01,1.259448189437621728e-12
1.300650325162581167e+00,-4.869869869869870027e-01,1.288408909260748340e-12
1.400700350175087427e+00,-4.859859859859859688e-01,1.314526487846034576e-12
1.500750375187593688e+00,-4.849849849849849903e-01,1.349012096644862463e-12
1.600800400200099949e+00,-4.839839839839840119e-01,1.383290753849771761e-12
1.700850425212606210e+00,-4.829829829829829779e-01,1.423204961646574650e-12
1.800900450225112470e+00,-4.819819819819819995e-01,1.464242312989539614e-12
1.900950475237618731e+00,-4.809809809809809655e-01,1.509538124526532173e-12
2.001000500250124770e+00,-4.799799799799799871e-01,1.556676523831322638e-12
2.101050525262631030e+00,-4.789789789789790087e-01,1.607387856175285612e-12
2.201100550275137291e+00,-4.779779779779779747e-01,1.660373212873812894e-12
2.301150575287643552e+00,-4.769769769769769963e-01,1.716619063191249831e-12
2.401200600300149812e+00,-4.759759759759759623e-01,1.775434562466508119e-12
2.501250625312656073e+00,-4.749749749749749839e-01,1.837409666458640590e-12
2.601300650325162334e+00,-4.739739739739739499e-01,1.902193419756293236e-12
2.701350675337668594e+00,-4.729729729729729715e-01,1.970162071854521466e-12
2.801400700350174855e+00,-4.719719719719719930e-01,2.041159259326808485e-12
2.901450725362681116e+00,-4.709709709709709591e-01,2.115448701739016269e-12
3.001500750375187376e+00,-4.699699699699699806e-01,2.192988721339590888e-12
3.101550775387693637e+00,-4.689689689689689467e-01,2.273984257693066463e-12
3.201600800400199898e+00,-4.679679679679679682e-01,2.358465491240222314e-12
3.301650825412706158e+00,-4.669669669669669898e-01,2.446608905701427982e-12
3.401700850425212419e+00,-4.659659659659659559e-01,2.538491389342479801e-12
3.501750875437718680e+00,-4.649649649649649774e-01,2.634279796885973818e-12
3.601800900450224940e+00,-4.639639639639639435e-01,2.734083496500641902e-12
3.701850925462731201e+00,-4.629629629629629650e-01,2.838068911759925404e-12
3.801900950475237462e+00,-4.619619619619619311e-01,2.946371279781795437e-12
3.901950975487743722e+00,-4.609609609609609526e-01,3.059162772795081464e-12
4.002001000500249539e+00,-4.599599599599599742e-01,3.176599897942683836e-12
4.102051025512755800e+00,-4.589589589589589402e-01,3.298865031316744163e-12
4.202101050525262060e+00,-4.579579579579579618e-01,3.426133938055707361e-12
4.302151075537768321e+00,-4.569569569569569278e-01,3.558601928726335269e-12
