# # Data simulated with Soft Potato 2.0, for more information visit https://oliverrdz.xyz/soft-potato
# # t/s, E/V, i/A
0.000000000000000000e+00,-5.000000000000000000e-01,0.000000000000000000e+00
1.005025125628140718e-02,-4.898989898989898895e-01,1.042902998227534911e-08
2.010050251256281437e-02,-4.797979797979797789e-01,6.438144857613630253e-09
3.015075376884421982e-02,-4.696969696969697239e-01,1.260859691595820445e-08
4.020100502512562873e-02,-4.595959595959596133e-01,1.181337202348270544e-08
5.025125628140703765e-02,-4.494949494949495028e-01,1.716330915354255120e-08
6.030150753768843963e-02,-4.393939393939393923e-01,1.873558285217359906e-08
7.035175879396984855e-02,-4.292929292929292817e-01,2.452897800182673284e-08
8.040201005025125747e-02,-4.191919191919191712e-01,2.849870141355423121e-08
9.045226130653266639e-02,-4.090909090909090606e-01,3.578589126344315688e-08
1.005025125628140753e-01,-3.989898989898990056e-01,4.268911037468874451e-08
1.105527638190954842e-01,-3.888888888888888951e-01,5.267139124163395361e-08
1.206030150753768793e-01,-3.787878787878787845e-01,6.355065838003296651e-08
1.306532663316583021e-01,-3.686868686868686740e-01,7.781985945061707712e-08
1.407035175879396971e-01,-3.585858585858585634e-01,9.436026945690688525e-08
1.507537688442211199e-01,-3.484848484848485084e-01,1.151657416509837178e-07
1.608040201005025149e-01,-3.383838383838383423e-01,1.399480591363437759e-07
1.708542713567839100e-01,-3.282828282828282873e-01,1.705558569769829313e-07
1.809045226130653328e-01,-3.181818181818181768e-01,2.074555414531870626e-07
1.909547738693467278e-01,-3.080808080808080662e-01,2.526623306258404266e-07
2.010050251256281506e-01,-2.979797979797979557e-01,3.074529565893293069e-07
2.110552763819095456e-01,-2.878787878787878451e-01,3.743367232733888039e-07
2.211055276381909684e-01,-2.777777777777777901e-01,4.555898978485764684e-07
2.311557788944723635e-01,-2.676767676767676241e-01,5.546143660679200482e-07
2.412060301507537585e-01,-2.575757575757575690e-01,6.750341646552198423e-07
2.512562814070351536e-01,-2.474747474747474585e-01,8.216767821553195412e-07
2.613065326633166041e-01,-2.373737373737373479e-01,1.000072222693560101e-06
2.713567839195979992e-01,-2.272727272727272374e-01,1.217223116545065031e-06
2.814070351758793942e-01,-2.171717171717171269e-01,1.481415957080136608e-06
2.914572864321607892e-01,-2.070707070707070718e-01,1.802906582747451603e-06
3.015075376884422398e-01,-1.969696969696969613e-01,2.194004461449639037e-06
3.115577889447236348e-01,-1.868686868686868507e-01,2.669781115145366990e-06
3.216080402010050299e-01,-1.767676767676767402e-01,3.248429701951997858e-06
3.316582914572864249e-01,-1.666666666666666297e-01,3.952100028218810978e-06
3.417085427135678199e-01,-1.565656565656565191e-01,4.807571966289559576e-06
3.517587939698492705e-01,-1.464646464646464086e-01,5.847327179072691018e-06
3.618090452261306655e-01,-1.363636363636363535e-01,7.110607054323722139e-06
3.718592964824120606e-01,-1.262626262626262430e-01,8.644841412423692330e-06
3.819095477386934556e-01,-1.161616161616161325e-01,1.050718411656017798e-05
3.919597989949749062e-01,-1.060606060606060219e-01,1.276641876100948682e-05
4.020100502512563012e-01,-9.595959595959591137e-02,1.550505946676748652e-05
4.120603015075376963e-01,-8.585858585858580083e-02,1.882181143277425917e-05
4.221105527638190913e-01,-7.575757575757574580e-02,2.283424613829043587e-05
4.321608040201004863e-01,-6.565656565656563526e-02,2.768174388109662852e-05
4.422110552763819369e-01,-5.555555555555552472e-02,3.352850837232413111e-05
4.522613065326633319e-01,-4.545454545454541417e-02,4.056652898723885704e-05
4.623115577889447270e-01,-3.535353535353530363e-02,4.901811729280608699e-05
4.723618090452261220e-01,-2.525252525252519309e-02,5.913757862592128567e-05
4.824120603015075170e-01,-1.515151515151513806e-02,7.121127085261745409e-05
4.924623115577889676e-01,-5.050505050505027516e-03,8.555508818824739809e-05
5.025125628140703071e-01,5.050505050505083027e-03,1.025080226825816855e-04
5.125628140703517577e-01,1.515151515151524908e-02,1.224201602644355220e-04
5.226130653266332082e-01,2.525252525252530411e-02,1.456331590155176517e-04
5.326633165829145478e-01,3.535353535353535914e-02,1.724512237663966942e-04
5.427135678391959983e-01,4.545454545454552520e-02,2.031009359481065102e-04
5.527638190954774489e-01,5.555555555555558023e-02,2.376794171613819616e-04
5.628140703517587884e-01,6.565656565656574628e-02,2.760924534397798361e-04
5.728643216080402389e-01,7.575757575757580131e-02,3.179876810303401300e-04
5.829145728643215785e-01,8.585858585858585634e-02,3.626925841847021483e-04
5.929648241206030290e-01,9.595959595959602240e-02,4.091721595603262335e-04
6.030150753768844796e-01,1.060606060606060774e-01,4.560249227706490325e-04
6.130653266331658191e-01,1.161616161616162435e-01,5.015358794914745498e-04
6.231155778894472697e-01,1.262626262626262985e-01,5.437983407726749031e-04
6.331658291457286092e-01,1.363636363636364646e-01,5.809016659812469164e-04
6.432160804020100597e-01,1.464646464646465196e-01,6.111612120344158891e-04
6.532663316582915103e-01,1.565656565656565746e-01,6.333465416919009877e-04
6.633165829145728498e-01,1.666666666666667407e-01,6.468538482553519951e-04
6.733668341708543004e-01,1.767676767676767957e-01,6.517764440482873593e-04
6.834170854271356399e-01,1.868686868686869618e-01,6.488535105870141999e-04
6.934673366834170904e-01,1.969696969696970168e-01,6.393128577933621191e-04
7.035175879396985410e-01,2.070707070707071829e-01,6.246531092929419630e-04
7.135678391959798805e-01,2.171717171717172379e-01,6.064221233404523421e-04
7.236180904522613311e-01,2.272727272727272929e-01,5.860389324225496414e-04
7.336683417085426706e-01,2.373737373737374590e-01,5.646836426096211829e-04
7.437185929648241212e-01,2.474747474747475140e-01,5.432555587625828358e-04
7.537688442211055717e-01,2.575757575757576801e-01,5.223834789698434582e-04
7.638190954773869112e-01,2.676767676767677351e-01,5.024664491241271269e-04
7.738693467336683618e-01,2.777777777777777901e-01,4.837258063705639167e-04
7.839195979899498123e-01,2.878787878787879562e-01,4.662556162640846312e-04
7.939698492462311519e-01,2.979797979797980112e-01,4.500649721469507955e-04
8.040201005025126024e-01,3.080808080808081773e-01,4.351102608789065847e-04
8.140703517587939420e-01,3.181818181818182323e-01,4.213181155134868038e-04
8.241206030150753925e-01,3.282828282828283983e-01,4.086008459419052411e-04
8.341708542713568431e-01,3.383838383838384534e-01,3.968662933583852774e-04
8.442211055276381826e-01,3.484848484848485084e-01,3.860237888426618601e-04
8.542713567839196331e-01,3.585858585858586745e-01,3.759875090087629718e-04
8.643216080402009727e-01,3.686868686868687295e-01,3.666781563764943833e-04
8.743718592964824232e-01,3.787878787878788955e-01,3.580235995806438257e-04
8.844221105527638738e-01,3.888888888888889506e-01,3.499588937456350485e-04
8.944723618090452133e-01,3.989898989898991166e-01,3.424259518001859098e-04
9.045226130653266639e-01,4.090909090909091717e-01,3.353730369554764690e-04
9.145728643216080034e-01,4.191919191919192267e-01,3.287541806190851217e-04
9.246231155778894539e-01,4.292929292929293927e-01,3.225285875759131490e-04
9.346733668341709045e-01,4.393939393939394478e-01,3.166600634064068278e-04
9.447236180904522440e-01,4.494949494949496138e-01,3.111164823962898050e-04
9.547738693467336946e-01,4.595959595959596689e-01,3.058693039962633920e-04
9.648241206030150341e-01,4.696969696969697239e-01,3.008931398380256471e-04
9.748743718592964846e-01,4.797979797979798899e-01,2.961653698658287545e-04
9.849246231155779352e-01,4.898989898989899450e-01,2.916658043122486734e-04
9.949748743718592747e-01,5.000000000000000000e-01,2.873763874032465209e-04
1.005025125628140614e+00,5.000000000000000000e-01,2.831858794431886084e-04
1.015075376884422065e+00,4.898989898989898895e-01,2.791371659708779857e-04
1.025125628140703515e+00,4.797979797979797789e-01,2.753051270853268482e-04
1.035175879396984966e+00,4.696969696969697239e-01,2.716279335591513500e-04
1.045226130653266416e+00,4.595959595959596133e-01,2.680930343946729376e-04
1.055276381909547645e+00,4.494949494949495028e-01,2.646811210965318998e-04
1.065326633165829096e+00,4.393939393939393923e-01,2.613801169791842276e-04
1.075376884422110546e+00,4.292929292929292817e-01,2.581761231927502068e-04
1.085427135678391997e+00,4.191919191919191712e-01,2.550572422250129367e-04
1.095477386934673447e+00,4.090909090909090606e-01,2.520106009936611360e-04
1.105527638190954898e+00,3.989898989898990056e-01,2.490236052533935374e-04
1.115577889447236126e+00,3.888888888888888951e-01,2.460826070182260011e-04
1.125628140703517577e+00,3.787878787878787845e-01,2.431732561621775812e-04
1.135678391959799027e+00,3.686868686868686740e-01,2.402797205889245567e-04
1.145728643216080478e+00,3.585858585858585634e-01,2.373846434175468513e-04
1.155778894472361928e+00,3.484848484848485084e-01,2.344685586408653839e-04
1.165829145728643157e+00,3.383838383838383423e-01,2.315096532434021291e-04
1.175879396984924607e+00,3.282828282828282873e-01,2.284832664798729725e-04
1.185929648241206058e+00,3.181818181818181768e-01,2.253615857818531314e-04
1.195979899497487509e+00,3.080808080808080662e-01,2.221132555857538069e-04
1.206030150753768959e+00,2.979797979797979557e-01,2.187031735807424139e-04
1.216080402010050188e+00,2.878787878787878451e-01,2.150923730734884229e-04
1.226130653266331638e+00,2.777777777777777901e-01,2.112381987833159111e-04
1.236180904522613089e+00,2.676767676767676241e-01,2.070947906833530262e-04
1.246231155778894539e+00,2.575757575757575690e-01,2.026140625023106138e-04
1.256281407035175990e+00,2.474747474747474585e-01,1.977472447413095101e-04
1.266331658291457218e+00,2.373737373737373479e-01,1.924471287163250562e-04
1.276381909547738669e+00,2.272727272727272374e-01,1.866710244036913502e-04
1.286432160804020119e+00,2.171717171717171269e-01,1.803843971397978672e-04
1.296482412060301570e+00,2.070707070707070718e-01,1.735649672833896641e-04
1.306532663316583021e+00,1.969696969696969613e-01,1.662069193511115837e-04
1.316582914572864249e+00,1.868686868686868507e-01,1.583246834531787872e-04
1.326633165829145700e+00,1.767676767676767402e-01,1.499556707220327744e-04
1.336683417085427150e+00,1.666666666666666297e-01,1.411613435656613796e-04
1.346733668341708601e+00,1.565656565656565191e-01,1.320261749875941163e-04
1.356783919597990051e+00,1.464646464646464086e-01,1.226543414073582845e-04
1.366834170854271280e+00,1.363636363636363535e-01,1.131643788036131270e-04
1.376884422110552730e+00,1.262626262626262430e-01,1.036823851699000175e-04
1.386934673366834181e+00,1.161616161616161325e-01,9.433460179396445518e-05
1.396984924623115631e+00,1.060606060606060219e-01,8.524026995895607223e-05
1.407035175879397082e+00,9.595959595959591137e-02,7.650555157942994422e-05
1.417085427135678311e+00,8.585858585858580083e-02,6.821905545692931016e-05
1.427135678391959761e+00,7.575757575757574580e-02,6.044921269514640425e-05
1.437185929648241212e+00,6.565656565656563526e-02,5.324345936406380084e-05
1.447236180904522662e+00,5.555555555555552472e-02,4.662897171686378108e-05
1.457286432160804113e+00,4.545454545454541417e-02,4.061457379174358503e-05
1.467336683417085341e+00,3.535353535353530363e-02,3.519340081467122768e-05
1.477386934673366792e+00,2.525252525252519309e-02,3.034592934289742229e-05
1.487437185929648242e+00,1.515151515151513806e-02,2.604305500422610315e-05
1.497487437185929693e+00,5.050505050505027516e-03,2.224898374032593555e-05
1.507537688442211143e+00,-5.050505050505083027e-03,1.892378786726808774e-05
1.517587939698492594e+00,-1.515151515151524908e-02,1.602555070427167760e-05
1.527638190954773822e+00,-2.525252525252530411e-02,1.351208024937496752e-05
1.537688442211055273e+00,-3.535353535353535914e-02,1.134221110507985949e-05
1.547738693467336724e+00,-4.545454545454552520e-02,9.476738053475914898e-06
1.557788944723618174e+00,-5.555555555555558023e-02,7.879036275058323992e-06
1.567839195979899625e+00,-6.565656565656574628e-02,6.515426569999019078e-06
1.577889447236180853e+00,-7.575757575757580131e-02,5.355341213056417155e-06
1.587939698492462304e+00,-8.585858585858585634e-02,4.371340369191648174e-06
1.597989949748743754e+00,-9.595959595959602240e-02,3.539021491730468982e-06
1.608040201005025205e+00,-1.060606060606060774e-01,2.836856513141341009e-06
1.618090452261306655e+00,-1.161616161616162435e-01,2.245984253768563518e-06
1.628140703517587884e+00,-1.262626262626262985e-01,1.749979060024109981e-06
1.638190954773869334e+00,-1.363636363636364646e-01,1.334611127296714076e-06
1.648241206030150785e+00,-1.464646464646465196e-01,9.876095156576308496e-07
1.658291457286432236e+00,-1.565656565656565746e-01,6.984352649195812911e-07
1.668341708542713686e+00,-1.666666666666667407e-01,4.580693051608150202e-07
1.678391959798994915e+00,-1.767676767676767957e-01,2.588177773921442992e-07
1.688442211055276365e+00,-1.868686868686869618e-01,9.413590755211468011e-08
1.698492462311557816e+00,-1.969696969696970168e-01,-4.152949130262015773e-08
1.708542713567839266e+00,-2.070707070707071829e-01,-1.528795055845439295e-07
1.718592964824120717e+00,-2.171717171717172379e-01,-2.438856742652148827e-07
1.728643216080401945e+00,-2.272727272727272929e-01,-3.178969334022992507e-07
1.738693467336683396e+00,-2.373737373737374590e-01,-3.777324061156276479e-07
1.748743718592964846e+00,-2.474747474747475140e-01,-4.257615101339669894e-07
1.758793969849246297e+00,-2.575757575757576801e-01,-4.639728220096011824e-07
1.768844221105527748e+00,-2.676767676767677351e-01,-4.940330529318099247e-07
1.778894472361808976e+00,-2.777777777777777901e-01,-5.173373920224465995e-07
1.788944723618090427e+00,-2.878787878787879562e-01,-5.350523553567383380e-07
1.798994974874371877e+00,-2.979797979797980112e-01,-5.481521640498701333e-07
1.809045226130653328e+00,-3.080808080808081773e-01,-5.574495575372611796e-07
1.819095477386934778e+00,-3.181818181818182323e-01,-5.636218409074052385e-07
1.829145728643216007e+00,-3.282828282828283983e-01,-5.672328627240344825e-07
1.839195979899497457e+00,-3.383838383838384534e-01,-5.687515291062405849e-07
1.849246231155778908e+00,-3.484848484848485084e-01,-5.685673764020233029e-07
1.859296482412060358e+00,-3.585858585858586745e-01,-5.670036523818901456e-07
