# # Data simulated with Soft Potato 2.0, for more information visit https://oliverrdz.xyz/soft-potato
# # t/s, E/V, i/A
0.000000000000000000e+00,-5.000000000000000000e-01,0.000000000000000000e+00
1.005025125628140724e-04,-4.898989898989898895e-01,1.570209146802856549e-10
2.010050251256281448e-04,-4.797979797979797789e-01,1.377166633589516760e-10
3.015075376884422307e-04,-4.696969696969697239e-01,2.059203066771307801e-10
4.020100502512562895e-04,-4.595959595959596133e-01,2.853626297654511959e-10
5.025125628140704025e-04,-4.494949494949495028e-01,4.198966319226668197e-10
6.030150753768844614e-04,-4.393939393939393923e-01,6.110623975869856270e-10
7.035175879396985202e-04,-4.292929292929292817e-01,8.975453304580436620e-10
8.040201005025125790e-04,-4.191919191919191712e-01,1.314342573920941264e-09
9.045226130653266378e-04,-4.090909090909090606e-01,1.925540612956202040e-09
1.005025125628140805e-03,-3.989898989898990056e-01,2.814239149654577784e-09
1.105527638190954755e-03,-3.888888888888888951e-01,4.104832208496767466e-09
1.206030150753768923e-03,-3.787878787878787845e-01,5.969094009014441998e-09
1.306532663316582873e-03,-3.686868686868686740e-01,8.650713061618993655e-09
1.407035175879397040e-03,-3.585858585858585634e-01,1.248583189409784079e-08
1.507537688442210991e-03,-3.484848484848485084e-01,1.793729584923134366e-08
1.608040201005025158e-03,-3.383838383838383423e-01,2.563138951639419343e-08
1.708542713567839325e-03,-3.282828282828282873e-01,3.640642372465415087e-08
1.809045226130653276e-03,-3.181818181818181768e-01,5.136666944759209775e-08
1.909547738693467443e-03,-3.080808080808080662e-01,7.194621719361231039e-08
2.010050251256281610e-03,-2.979797979797979557e-01,9.997835883835181108e-08
2.110552763819095561e-03,-2.878787878787878451e-01,1.377729472066432086e-07
2.211055276381909511e-03,-2.777777777777777901e-01,1.881998247253414984e-07
2.311557788944723461e-03,-2.676767676767676241e-01,2.547819837933373078e-07
2.412060301507537845e-03,-2.575757575757575690e-01,3.418010173638776647e-07
2.512562814070351796e-03,-2.474747474747474585e-01,4.544223469780742402e-07
2.613065326633165746e-03,-2.373737373737373479e-01,5.988479284445570833e-07
2.713567839195980130e-03,-2.272727272727272374e-01,7.825076878154830455e-07
2.814070351758794081e-03,-2.171717171717171269e-01,1.014300993995785775e-06
2.914572864321608031e-03,-2.070707070707070718e-01,1.304901702262652660e-06
3.015075376884421982e-03,-1.969696969696969613e-01,1.667140500912562432e-06
3.115577889447236366e-03,-1.868686868686868507e-01,2.116480581406196926e-06
3.216080402010050316e-03,-1.767676767676767402e-01,2.671604281296904674e-06
3.316582914572864266e-03,-1.666666666666666297e-01,3.355132141471693469e-06
3.417085427135678651e-03,-1.565656565656565191e-01,4.194499799941662665e-06
3.517587939698492601e-03,-1.464646464646464086e-01,5.223024201000786707e-06
3.618090452261306551e-03,-1.363636363636363535e-01,6.481197331915985287e-06
3.718592964824120502e-03,-1.262626262626262430e-01,8.018254459632933543e-06
3.819095477386934886e-03,-1.161616161616161325e-01,9.894073738008448394e-06
3.919597989949748403e-03,-1.060606060606060219e-01,1.218147614771596068e-05
4.020100502512563220e-03,-9.595959595959591137e-02,1.496900851758356212e-05
4.120603015075377171e-03,-8.585858585858580083e-02,1.836430868762409593e-05
4.221105527638191121e-03,-7.575757575757574580e-02,2.249817040429468595e-05
4.321608040201005072e-03,-6.565656565656563526e-02,2.752944680244019324e-05
4.422110552763819022e-03,-5.555555555555552472e-02,3.365095488806220782e-05
4.522613065326632972e-03,-4.545454545454541417e-02,4.109656915556604133e-05
4.623115577889446923e-03,-3.535353535353530363e-02,5.014971915847320737e-05
4.723618090452261740e-03,-2.525252525252519309e-02,6.115353189061845194e-05
4.824120603015075691e-03,-1.515151515151513806e-02,7.452288196222158693e-05
4.924623115577889641e-03,-5.050505050505027516e-03,9.075862585766681279e-05
5.025125628140703592e-03,5.050505050505083027e-03,1.104642930244596684e-04
5.125628140703517542e-03,1.515151515151524908e-02,1.343654742442109914e-04
5.226130653266331492e-03,2.525252525252530411e-02,1.633320687948962399e-04
5.326633165829145443e-03,3.535353535353535914e-02,1.984034006524865472e-04
5.427135678391960261e-03,4.545454545454552520e-02,2.408159540715049227e-04
5.527638190954774211e-03,5.555555555555558023e-02,2.920330607524796265e-04
5.628140703517588161e-03,6.565656565656574628e-02,3.537752290024587807e-04
5.728643216080402112e-03,7.575757575757580131e-02,4.280488578453855932e-04
5.829145728643216062e-03,8.585858585858585634e-02,5.171697305816871015e-04
5.929648241206030013e-03,9.595959595959602240e-02,6.237758357201981466e-04
6.030150753768843963e-03,1.060606060606060774e-01,7.508216461064987470e-04
6.130653266331658781e-03,1.161616161616162435e-01,9.015430030681335135e-04
6.231155778894472731e-03,1.262626262626262985e-01,1.079378369053702290e-03
6.331658291457286682e-03,1.363636363636364646e-01,1.287828896836298994e-03
6.432160804020100632e-03,1.464646464646465196e-01,1.530237466875258552e-03
6.532663316582914582e-03,1.565656565656565746e-01,1.809467205866578709e-03
6.633165829145728533e-03,1.666666666666667407e-01,2.127465482350462782e-03
6.733668341708542483e-03,1.767676767676767957e-01,2.484713151651986481e-03
6.834170854271357301e-03,1.868686868686869618e-01,2.879584103315130459e-03
6.934673366834171251e-03,1.969696969696970168e-01,3.307678614333498662e-03
7.035175879396985202e-03,2.070707070707071829e-01,3.761243058760407616e-03
7.135678391959799152e-03,2.171717171717172379e-01,4.228838018899356427e-03
7.236180904522613103e-03,2.272727272727272929e-01,4.695446787904882652e-03
7.336683417085427053e-03,2.373737373737374590e-01,5.143198818140304503e-03
7.437185929648241003e-03,2.474747474747475140e-01,5.552792016782463411e-03
7.537688442211055821e-03,2.575757575757576801e-01,5.905528151087114340e-03
7.638190954773869772e-03,2.676767676767677351e-01,6.185660512987409439e-03
7.738693467336683722e-03,2.777777777777777901e-01,6.382569993575433996e-03
7.839195979899496805e-03,2.878787878787879562e-01,6.492231408163713115e-03
7.939698492462312490e-03,2.979797979797980112e-01,6.517568570268041615e-03
8.040201005025126441e-03,3.080808080808081773e-01,6.467600501934427613e-03
8.140703517587940391e-03,3.181818181818182323e-01,6.355635751081225963e-03
8.241206030150754341e-03,3.282828282828283983e-01,6.197024609314805838e-03
8.341708542713568292e-03,3.383838383838384534e-01,6.007029529134727888e-03
8.442211055276382242e-03,3.484848484848485084e-01,5.799228624820846993e-03
8.542713567839196193e-03,3.585858585858586745e-01,5.584622446619241613e-03
8.643216080402010143e-03,3.686868686868687295e-01,5.371388424527777893e-03
8.743718592964824093e-03,3.787878787878788955e-01,5.165095211677890250e-03
8.844221105527638044e-03,3.888888888888889506e-01,4.969160627364647455e-03
8.944723618090451994e-03,3.989898989898991166e-01,4.785377821768808763e-03
9.045226130653265945e-03,4.090909090909091717e-01,4.614400319805742924e-03
9.145728643216079895e-03,4.191919191919192267e-01,4.456136279960010334e-03
9.246231155778893845e-03,4.292929292929293927e-01,4.310042596528490706e-03
9.346733668341709531e-03,4.393939393939394478e-01,4.175330487484222794e-03
9.447236180904523481e-03,4.494949494949496138e-01,4.051101623973411663e-03
9.547738693467337431e-03,4.595959595959596689e-01,3.936433756654485194e-03
9.648241206030151382e-03,4.696969696969697239e-01,3.830431554276811541e-03
9.748743718592965332e-03,4.797979797979798899e-01,3.732254463383733682e-03
9.849246231155779283e-03,4.898989898989899450e-01,3.641129931473374888e-03
9.949748743718593233e-03,5.000000000000000000e-01,3.556357643056096661e-03
1.005025125628140718e-02,5.000000000000000000e-01,3.465767519849121889e-03
1.015075376884422113e-02,4.898989898989898895e-01,3.376113816734983061e-03
1.025125628140703508e-02,4.797979797979797789e-01,3.297405103087193944e-03
1.035175879396984903e-02,4.696969696969697239e-01,3.223094784659669837e-03
1.045226130653266298e-02,4.595959595959596133e-01,3.152642664958376327e-03
1.055276381909547694e-02,4.494949494949495028e-01,3.084560638263329421e-03
1.065326633165829089e-02,4.393939393939393923e-01,3.018237719586249965e-03
1.075376884422110657e-02,4.292929292929292817e-01,2.952796307752292987e-03
1.085427135678392052e-02,4.191919191919191712e-01,2.887608000628314082e-03
1.095477386934673447e-02,4.090909090909090606e-01,2.821930418531135368e-03
1.105527638190954842e-02,3.989898989898990056e-01,2.755102527653787142e-03
1.115577889447236237e-02,3.888888888888888951e-01,2.686404351082998052e-03
1.125628140703517632e-02,3.787878787878787845e-01,2.615151127224374719e-03
1.135678391959799027e-02,3.686868686868686740e-01,2.540643628475198080e-03
