# # Data simulated with Soft Potato 2.0, for more information visit https://oliverrdz.xyz/soft-potato
# # t/s, E/V, i/A
0.000000000000000000e+00,-5.000000000000000000e-01,0.000000000000000000e+00
1.005025125628140805e-03,-4.898989898989898895e-01,5.041339965556802396e-11
2.010050251256281610e-03,-4.797979797979797789e-01,4.445920253275756320e-11
3.015075376884422415e-03,-4.696969696969697239e-01,6.626186625379205656e-11
4.020100502512563220e-03,-4.595959595959596133e-01,9.244583749730241457e-11
5.025125628140704459e-03,-4.494949494949495028e-01,1.366072496208858413e-10
6.030150753768844830e-03,-4.393939393939393923e-01,2.001508900440612859e-10
7.035175879396985202e-03,-4.292929292929292817e-01,2.961374249954556032e-10
8.040201005025126441e-03,-4.191919191919191712e-01,4.376530476079400522e-10
9.045226130653267679e-03,-4.090909090909090606e-01,6.481345185739489867e-10
1.005025125628140892e-02,-3.989898989898990056e-01,9.597407445341105237e-10
1.105527638190954842e-02,-3.888888888888888951e-01,1.421874683986685403e-09
1.206030150753768966e-02,-3.787878787878787845e-01,2.106574874644118361e-09
1.306532663316583090e-02,-3.686868686868686740e-01,3.121416232429688490e-09
1.407035175879397040e-02,-3.585858585858585634e-01,4.625244289418877834e-09
1.507537688442211164e-02,-3.484848484848485084e-01,6.853858405460802442e-09
1.608040201005025288e-02,-3.383838383838383423e-01,1.015639826617061052e-08
1.708542713567839239e-02,-3.282828282828282873e-01,1.505045881464434247e-08
1.809045226130653536e-02,-3.181818181818181768e-01,2.230290300644006440e-08
1.909547738693467486e-02,-3.080808080808080662e-01,3.305023695033465419e-08
2.010050251256281784e-02,-2.979797979797979557e-01,4.897652934100434842e-08
2.110552763819095734e-02,-2.878787878787878451e-01,7.257738250269044117e-08
2.211055276381909684e-02,-2.777777777777777901e-01,1.075508198277440879e-07
2.311557788944723982e-02,-2.676767676767676241e-01,1.593766250453811678e-07
2.412060301507537932e-02,-2.575757575757575690e-01,2.361745153434341901e-07
2.512562814070351883e-02,-2.474747474747474585e-01,3.499755004972527524e-07
2.613065326633166180e-02,-2.373737373737373479e-01,5.186048110592318295e-07
2.713567839195980130e-02,-2.272727272727272374e-01,7.684700256199488501e-07
2.814070351758794081e-02,-2.171717171717171269e-01,1.138687846002815705e-06
2.914572864321608378e-02,-2.070707070707070718e-01,1.687188840973217864e-06
3.015075376884422328e-02,-1.969696969696969613e-01,2.499740465019151953e-06
3.115577889447236626e-02,-1.868686868686868507e-01,3.703266619442961714e-06
3.216080402010050576e-02,-1.767676767676767402e-01,5.485472718230357138e-06
3.316582914572864527e-02,-1.666666666666666297e-01,8.123680391604553200e-06
3.417085427135678477e-02,-1.565656565656565191e-01,1.202701631377282735e-05
3.517587939698493121e-02,-1.464646464646464086e-01,1.779775141528128411e-05
3.618090452261307072e-02,-1.363636363636363535e-01,2.631963381239934703e-05
3.718592964824121022e-02,-1.262626262626262430e-01,3.888324031516930798e-05
3.819095477386934973e-02,-1.161616161616161325e-01,5.735982105644483569e-05
3.919597989949748923e-02,-1.060606060606060219e-01,8.443362090238004398e-05
4.020100502512563567e-02,-9.595959595959591137e-02,1.238933133643560307e-04
4.120603015075377518e-02,-8.585858585858580083e-02,1.809562172413177017e-04
4.221105527638191468e-02,-7.575757575757574580e-02,2.625376098163694633e-04
4.321608040201005418e-02,-6.565656565656563526e-02,3.772596032994523477e-04
4.422110552763819369e-02,-5.555555555555552472e-02,5.348094731843264877e-04
4.522613065326633319e-02,-4.545454545454541417e-02,7.440630643785269178e-04
4.623115577889447964e-02,-3.535353535353530363e-02,1.009416705563223691e-03
4.723618090452261914e-02,-2.525252525252519309e-02,1.325495627389861953e-03
4.824120603015075864e-02,-1.515151515151513806e-02,1.672221553403940722e-03
4.924623115577889815e-02,-5.050505050505027516e-03,2.014340476761542452e-03
5.025125628140703765e-02,5.050505050505083027e-03,2.309101861510163157e-03
5.125628140703518409e-02,1.515151515151524908e-02,2.520491804662343405e-03
5.226130653266332360e-02,2.525252525252530411e-02,2.631849209922234017e-03
5.326633165829146310e-02,3.535353535353535914e-02,2.648832606151998222e-03
5.427135678391960261e-02,4.545454545454552520e-02,2.592493296665148144e-03
5.527638190954774211e-02,5.555555555555558023e-02,2.488865013319556656e-03
5.628140703517588161e-02,6.565656565656574628e-02,2.361130704432301032e-03
5.728643216080402806e-02,7.575757575757580131e-02,2.226241586128162395e-03
5.829145728643216756e-02,8.585858585858585634e-02,2.094824514877154705e-03
5.929648241206030707e-02,9.595959595959602240e-02,1.972566941772180022e-03
6.030150753768844657e-02,1.060606060606060774e-01,1.861846478999563004e-03
6.130653266331658607e-02,1.161616161616162435e-01,1.763066054221210186e-03
6.231155778894473252e-02,1.262626262626262985e-01,1.675579627082826812e-03
6.331658291457287202e-02,1.363636363636364646e-01,1.598269700479418862e-03
6.432160804020101152e-02,1.464646464646465196e-01,1.529878461090246854e-03
6.532663316582915103e-02,1.565656565656565746e-01,1.469181626495866862e-03
6.633165829145729053e-02,1.666666666666667407e-01,1.415068803911534575e-03
6.733668341708543004e-02,1.767676767676767957e-01,1.366571629078493309e-03
6.834170854271356954e-02,1.868686868686869618e-01,1.322864699485464327e-03
6.934673366834170904e-02,1.969696969696970168e-01,1.283253727260361783e-03
7.035175879396986243e-02,2.070707070707071829e-01,1.247158844777740980e-03
7.135678391959800193e-02,2.171717171717172379e-01,1.214097182693643336e-03
7.236180904522614143e-02,2.272727272727272929e-01,1.183666679714549504e-03
7.336683417085428094e-02,2.373737373737374590e-01,1.155531905207621756e-03
7.437185929648242044e-02,2.474747474747475140e-01,1.129412063761913495e-03
7.537688442211055995e-02,2.575757575757576801e-01,1.105071056593595700e-03
7.638190954773869945e-02,2.676767676767677351e-01,1.082309353073465912e-03
7.738693467336683895e-02,2.777777777777777901e-01,1.060957393983929641e-03
7.839195979899497846e-02,2.878787878787879562e-01,1.040870260079393298e-03
7.939698492462311796e-02,2.979797979797980112e-01,1.021923370083328451e-03
8.040201005025127134e-02,3.080808080808081773e-01,1.004009008235095049e-03
8.140703517587941085e-02,3.181818181818182323e-01,9.870335164958684345e-04
8.241206030150755035e-02,3.282828282828283983e-01,9.709150177055487618e-04
8.341708542713568986e-02,3.383838383838384534e-01,9.555815624782236636e-04
8.442211055276382936e-02,3.484848484848485084e-01,9.409696144707542769e-04
8.542713567839196886e-02,3.585858585858586745e-01,9.270228063422885148e-04
8.643216080402010837e-02,3.686868686868687295e-01,9.136909128501487579e-04
8.743718592964824787e-02,3.787878787878788955e-01,9.009289987265540990e-04
8.844221105527638738e-02,3.888888888888889506e-01,8.886967078080633712e-04
8.944723618090452688e-02,3.989898989898991166e-01,8.769576668294822974e-04
9.045226130653266639e-02,4.090909090909091717e-01,8.656789827406500756e-04
9.145728643216081977e-02,4.191919191919192267e-01,8.548308166807908103e-04
9.246231155778895927e-02,4.292929292929293927e-01,8.443860211049000839e-04
9.346733668341709877e-02,4.393939393939394478e-01,8.343198292022391315e-04
9.447236180904523828e-02,4.494949494949496138e-01,8.246095878349825326e-04
9.547738693467337778e-02,4.595959595959596689e-01,8.152345268786909257e-04
9.648241206030151729e-02,4.696969696969697239e-01,8.061755591602004674e-04
9.748743718592965679e-02,4.797979797979798899e-01,7.974151062370047564e-04
9.849246231155779630e-02,4.898989898989899450e-01,7.889369461021616308e-04
9.949748743718593580e-02,5.000000000000000000e-01,7.807260795748319996e-04
1.005025125628140753e-01,5.000000000000000000e-01,7.727686016203205764e-04
1.015075376884422148e-01,4.898989898989898895e-01,7.650516245052489369e-04
1.025125628140703682e-01,4.797979797979797789e-01,7.575631731889900019e-04
1.035175879396985077e-01,4.696969696969697239e-01,7.502920841695438986e-04
1.045226130653266472e-01,4.595959595959596133e-01,7.432279533373217957e-04
1.055276381909547867e-01,4.494949494949495028e-01,7.363610639634194602e-04
1.065326633165829262e-01,4.393939393939393923e-01,7.296823293059078981e-04
1.075376884422110657e-01,4.292929292929292817e-01,7.231832382211524036e-04
1.085427135678392052e-01,4.191919191919191712e-01,7.168558069931560764e-04
1.095477386934673447e-01,4.090909090909090606e-01,7.106925342526487039e-04
1.105527638190954842e-01,3.989898989898990056e-01,7.046863593478785428e-04
1.115577889447236237e-01,3.888888888888888951e-01,6.988306223721287708e-04
1.125628140703517632e-01,3.787878787878787845e-01,6.931190251256417632e-04
1.135678391959799166e-01,3.686868686868686740e-01,6.875455911359389365e-04
1.145728643216080561e-01,3.585858585858585634e-01,6.821046228647317973e-04
1.155778894472361956e-01,3.484848484848485084e-01,6.767906530489396083e-04
1.165829145728643351e-01,3.383838383838383423e-01,6.715983861340824208e-04
1.175879396984924746e-01,3.282828282828282873e-01,6.665226237330827740e-04
1.185929648241206141e-01,3.181818181818181768e-01,6.615581654008472314e-04
1.195979899497487536e-01,3.080808080808080662e-01,6.566996718198257451e-04
1.206030150753768931e-01,2.979797979797979557e-01,6.519414714517172494e-04
1.216080402010050326e-01,2.878787878787878451e-01,6.472772826167020981e-04
1.226130653266331721e-01,2.777777777777777901e-01,6.426998095803883445e-04
1.236180904522613255e-01,2.676767676767676241e-01,6.382001513351720501e-04
1.246231155778894650e-01,2.575757575757575690e-01,6.337669323610280268e-04
1.256281407035176045e-01,2.474747474747474585e-01,6.293850211106256096e-04
1.266331658291457440e-01,2.373737373737373479e-01,6.250336376278988219e-04
1.276381909547738835e-01,2.272727272727272374e-01,6.206835567040580896e-04
1.286432160804020230e-01,2.171717171717171269e-01,6.162929729869949568e-04
1.296482412060301626e-01,2.070707070707070718e-01,6.118013887264457055e-04
1.306532663316583021e-01,1.969696969696969613e-01,6.071205837569040907e-04
1.316582914572864416e-01,1.868686868686868507e-01,6.021212894394716887e-04
1.326633165829145811e-01,1.767676767676767402e-01,5.966135575358287721e-04
1.336683417085427206e-01,1.666666666666666297e-01,5.903179198639993495e-04
1.346733668341708601e-01,1.565656565656565191e-01,5.828231942024560911e-04
1.356783919597989996e-01,1.464646464646464086e-01,5.735251401632187815e-04
1.366834170854271391e-01,1.363636363636363535e-01,5.615381216661284418e-04
1.376884422110552786e-01,1.262626262626262430e-01,5.455697511343824292e-04
1.386934673366834181e-01,1.161616161616161325e-01,5.237470408415502736e-04
