# # Data simulated with Soft Potato 2.0, for more information visit https://oliverrdz.xyz/soft-potato
# # t/s, E/V, i/A
6.130653266331657392e+01,1.161616161616162435e-01,5.709552737383331866e-05
6.231155778894471808e+01,1.262626262626262985e-01,5.494718592171976600e-05
6.331658291457286225e+01,1.363636363636364646e-01,5.283870320161101352e-05
6.432160804020099931e+01,1.464646464646465196e-01,5.081616457882185301e-05
6.532663316582913637e+01,1.565656565656565746e-01,4.890633944679780064e-05
6.633165829145727344e+01,1.666666666666667407e-01,4.712186511316334884e-05
6.733668341708542471e+01,1.767676767676767957e-01,4.546575020003042618e-05
6.834170854271356177e+01,1.868686868686869618e-01,4.393489445677507528e-05
6.934673366834169883e+01,1.969696969696970168e-01,4.252263956781531765e-05
7.035175879396985010e+01,2.070707070707071829e-01,4.122051096812810131e-05
7.135678391959798716e+01,2.171717171717172379e-01,4.001934691813898202e-05
7.236180904522612423e+01,2.272727272727272929e-01,3.890999283526381402e-05
7.336683417085426129e+01,2.373737373737374590e-01,3.788370166437599160e-05
7.437185929648239835e+01,2.474747474747475140e-01,3.693234305049752567e-05
7.537688442211054962e+01,2.575757575757576801e-01,3.604849252821899243e-05
7.638190954773868668e+01,2.676767676767677351e-01,3.522544827477786878e-05
7.738693467336682374e+01,2.777777777777777901e-01,3.445720629023458825e-05
7.839195979899497502e+01,2.878787878787879562e-01,3.373841354103245351e-05
7.939698492462311208e+01,2.979797979797980112e-01,3.306431113312237254e-05
8.040201005025124914e+01,3.080808080808081773e-01,3.243067474304266819e-05
8.140703517587938620e+01,3.181818181818182323e-01,3.183375646320169483e-05
8.241206030150752326e+01,3.282828282828283983e-01,3.127023029270686448e-05
8.341708542713567454e+01,3.383838383838384534e-01,3.073714232597158589e-05
8.442211055276381160e+01,3.484848484848485084e-01,3.023186598322724468e-05
8.542713567839194866e+01,3.585858585858586745e-01,2.975206221944057020e-05
8.643216080402009993e+01,3.686868686868687295e-01,2.929564442513067944e-05
8.743718592964823699e+01,3.787878787878788955e-01,2.886074762488755716e-05
8.844221105527637405e+01,3.888888888888889506e-01,2.844570153944974485e-05
8.944723618090451112e+01,3.989898989898991166e-01,2.804900707783716208e-05
9.045226130653264818e+01,4.090909090909091717e-01,2.766931584817953566e-05
9.145728643216079945e+01,4.191919191919192267e-01,2.730541230943826669e-05
9.246231155778893651e+01,4.292929292929293927e-01,2.695619822382856038e-05
9.346733668341707357e+01,4.393939393939394478e-01,2.662067910806416185e-05
9.447236180904522485e+01,4.494949494949496138e-01,2.629795241795984261e-05
9.547738693467336191e+01,4.595959595959596689e-01,2.598719723465385851e-05
9.648241206030149897e+01,4.696969696969697239e-01,2.568766525102346109e-05
9.748743718592963603e+01,4.797979797979798899e-01,2.539867288387375220e-05
9.849246231155777309e+01,4.898989898989899450e-01,2.511959436115119898e-05
9.949748743718592436e+01,5.000000000000000000e-01,2.484985565413204328e-05
1.005025125628140614e+02,5.000000000000000000e-01,2.458810302792365827e-05
1.015075376884421985e+02,4.898989898989898895e-01,2.433434002303529260e-05
1.025125628140703498e+02,4.797979797979797789e-01,2.408888600736231966e-05
1.035175879396984868e+02,4.696969696969697239e-01,2.385089278520458067e-05
1.045226130653266239e+02,4.595959595959596133e-01,2.361995948972032689e-05
1.055276381909547609e+02,4.494949494949495028e-01,2.339564518512289600e-05
1.065326633165828980e+02,4.393939393939393923e-01,2.317758851622783500e-05
1.075376884422110493e+02,4.292929292929292817e-01,2.296542772753925067e-05
1.085427135678391863e+02,4.191919191919191712e-01,2.275883239373687947e-05
1.095477386934673234e+02,4.090909090909090606e-01,2.255747620981111452e-05
1.105527638190954747e+02,3.989898989898990056e-01,2.236104646327906724e-05
1.115577889447236117e+02,3.888888888888888951e-01,2.216923105399051626e-05
1.125628140703517488e+02,3.787878787878787845e-01,2.198171998328268128e-05
1.135678391959798859e+02,3.686868686868686740e-01,2.179819688055433695e-05
1.145728643216080229e+02,3.585858585858585634e-01,2.161833658575327256e-05
1.155778894472361742e+02,3.484848484848485084e-01,2.144179761986058144e-05
1.165829145728643113e+02,3.383838383838383423e-01,2.126821696359441273e-05
1.175879396984924483e+02,3.282828282828282873e-01,2.109720164340095271e-05
1.185929648241205996e+02,3.181818181818181768e-01,2.092832066259522170e-05
1.195979899497487366e+02,3.080808080808080662e-01,2.076109436683445562e-05
1.206030150753768737e+02,2.979797979797979557e-01,2.059498290751595752e-05
1.216080402010050108e+02,2.878787878787878451e-01,2.042937213428333966e-05
1.226130653266331478e+02,2.777777777777777901e-01,2.026355764415187929e-05
1.236180904522612991e+02,2.676767676767676241e-01,2.009672596740646832e-05
1.246231155778894362e+02,2.575757575757575690e-01,1.992793319757456814e-05
1.256281407035175732e+02,2.474747474747474585e-01,1.975608050567663400e-05
1.266331658291457245e+02,2.373737373737373479e-01,1.957988683650104162e-05
1.276381909547738616e+02,2.272727272727272374e-01,1.939785881253131784e-05
1.286432160804019986e+02,2.171717171717171269e-01,1.920825865401995833e-05
1.296482412060301499e+02,2.070707070707070718e-01,1.900907120650880907e-05
1.306532663316582727e+02,1.969696969696969613e-01,1.879797220158757883e-05
1.316582914572864240e+02,1.868686868686868507e-01,1.857230080579595633e-05
1.326633165829145469e+02,1.767676767676767402e-01,1.832904104188461610e-05
1.336683417085426981e+02,1.666666666666666297e-01,1.806481825110181215e-05
1.346733668341708494e+02,1.565656565656565191e-01,1.777591867242125860e-05
1.356783919597989723e+02,1.464646464646464086e-01,1.745834186576240157e-05
1.366834170854271235e+02,1.363636363636363535e-01,1.710789683800643395e-05
1.376884422110552748e+02,1.262626262626262430e-01,1.672035242675194507e-05
1.386934673366833977e+02,1.161616161616161325e-01,1.629164994856862882e-05
1.396984924623115489e+02,1.060606060606060219e-01,1.581818025312615609e-05
1.407035175879397002e+02,9.595959595959591137e-02,1.529711761295440918e-05
1.417085427135678231e+02,8.585858585858580083e-02,1.472678955863411999e-05
1.427135678391959743e+02,7.575757575757574580e-02,1.410704668316422003e-05
