# # Data simulated with Soft Potato 2.0, for more information visit https://oliverrdz.xyz/soft-potato
# # t/s, E/V, i/A
5.929648241206029979e+01,9.595959595959602240e-02,6.237804372751435788e-05
6.030150753768843686e+01,1.060606060606060774e-01,5.887675526807966862e-05
6.130653266331657392e+01,1.161616161616162435e-01,5.575304396287817125e-05
6.231155778894471808e+01,1.262626262626262985e-01,5.298648022204635008e-05
6.331658291457286225e+01,1.363636363636364646e-01,5.054172568424131174e-05
6.432160804020099931e+01,1.464646464646465196e-01,4.837900479979226272e-05
6.532663316582913637e+01,1.565656565656565746e-01,4.645960235923968028e-05
6.633165829145727344e+01,1.666666666666667407e-01,4.474840465960554649e-05
6.733668341708542471e+01,1.767676767676767957e-01,4.321478933426394951e-05
6.834170854271356177e+01,1.868686868686869618e-01,4.183265486399398680e-05
6.934673366834169883e+01,1.969696969696970168e-01,4.058004593852034995e-05
7.035175879396985010e+01,2.070707070707071829e-01,3.943862553346647357e-05
7.135678391959798716e+01,2.171717171717172379e-01,3.839312397944217399e-05
7.236180904522612423e+01,2.272727272727272929e-01,3.743082698198403071e-05
7.336683417085426129e+01,2.373737373737374590e-01,3.654112729312596530e-05
7.437185929648239835e+01,2.474747474747475140e-01,3.571514538231841337e-05
7.537688442211054962e+01,2.575757575757576801e-01,3.494541515046573359e-05
7.638190954773868668e+01,2.676767676767677351e-01,3.422562688505667388e-05
7.738693467336682374e+01,2.777777777777777901e-01,3.355041865283353987e-05
7.839195979899497502e+01,2.878787878787879562e-01,3.291520770486866402e-05
7.939698492462311208e+01,2.979797979797980112e-01,3.231605443528638401e-05
8.040201005025124914e+01,3.080808080808081773e-01,3.174955257265229115e-05
8.140703517587938620e+01,3.181818181818182323e-01,3.121274038972832556e-05
8.241206030150752326e+01,3.282828282828283983e-01,3.070302870337242285e-05
8.341708542713567454e+01,3.383838383838384534e-01,3.021814227422772590e-05
8.442211055276381160e+01,3.484848484848485084e-01,2.975607190670952727e-05
8.542713567839194866e+01,3.585858585858586745e-01,2.931503510899081128e-05
8.643216080402009993e+01,3.686868686868687295e-01,2.889344361944295094e-05
8.743718592964823699e+01,3.787878787878788955e-01,2.848987646013163857e-05
8.844221105527637405e+01,3.888888888888889506e-01,2.810305745711615073e-05
8.944723618090451112e+01,3.989898989898991166e-01,2.773183638675722864e-05
9.045226130653264818e+01,4.090909090909091717e-01,2.737517307947804796e-05
9.145728643216079945e+01,4.191919191919192267e-01,2.703212394765042693e-05
9.246231155778893651e+01,4.292929292929293927e-01,2.670183051052358052e-05
9.346733668341707357e+01,4.393939393939394478e-01,2.638350957277451115e-05
9.447236180904522485e+01,4.494949494949496138e-01,2.607644477928656123e-05
9.547738693467336191e+01,4.595959595959596689e-01,2.577997932105471953e-05
9.648241206030149897e+01,4.696969696969697239e-01,2.549350960866613643e-05
9.748743718592963603e+01,4.797979797979798899e-01,2.521647976296054718e-05
9.849246231155777309e+01,4.898989898989899450e-01,2.494837679903643606e-05
9.949748743718592436e+01,5.000000000000000000e-01,2.468872640114900410e-05
1.005025125628140614e+02,5.000000000000000000e-01,2.443708885349276343e-05
1.015075376884421985e+02,4.898989898989898895e-01,2.419305661015408167e-05
1.025125628140703498e+02,4.797979797979797789e-01,2.395625098709823364e-05
1.035175879396984868e+02,4.696969696969697239e-01,2.372631896339557500e-05
1.045226130653266239e+02,4.595959595959596133e-01,2.350293153221287074e-05
1.055276381909547609e+02,4.494949494949495028e-01,2.328578142360274351e-05
1.065326633165828980e+02,4.393939393939393923e-01,2.307458128955520332e-05
1.075376884422110493e+02,4.292929292929292817e-01,2.286906198407647890e-05
1.085427135678391863e+02,4.191919191919191712e-01,2.266897103989921929e-05
1.095477386934673234e+02,4.090909090909090606e-01,2.247407124289882665e-05
1.105527638190954747e+02,3.989898989898990056e-01,2.228413931566231054e-05
1.115577889447236117e+02,3.888888888888888951e-01,2.209896465344746134e-05
1.125628140703517488e+02,3.787878787878787845e-01,2.191834808969035824e-05
1.135678391959798859e+02,3.686868686868686740e-01,2.174210063173701948e-05
1.145728643216080229e+02,3.585858585858585634e-01,2.157004210760703517e-05
1.155778894472361742e+02,3.484848484848485084e-01,2.140199962726142301e-05
1.165829145728643113e+02,3.383838383838383423e-01,2.123780573056397784e-05
1.175879396984924483e+02,3.282828282828282873e-01,2.107729603008152267e-05
1.185929648241205996e+02,3.181818181818181768e-01,2.092030607330074726e-05
1.195979899497487366e+02,3.080808080808080662e-01,2.076666701617569194e-05
1.206030150753768737e+02,2.979797979797979557e-01,2.061619950891779279e-05
1.216080402010050108e+02,2.878787878787878451e-01,2.046870490736958791e-05
1.226130653266331478e+02,2.777777777777777901e-01,2.032395250015247334e-05
1.236180904522612991e+02,2.676767676767676241e-01,2.018166081269166082e-05
1.246231155778894362e+02,2.575757575757575690e-01,2.004147011945899362e-05
1.256281407035175732e+02,2.474747474747474585e-01,1.990290191891387235e-05
1.266331658291457245e+02,2.373737373737373479e-01,1.976529909114827278e-05
1.276381909547738616e+02,2.272727272727272374e-01,1.962773745391395823e-05
1.286432160804019986e+02,2.171717171717171269e-01,1.948889500590102650e-05
1.296482412060301499e+02,2.070707070707070718e-01,1.934685864026862136e-05
1.306532663316582727e+02,1.969696969696969613e-01,1.919883859043197019e-05
1.316582914572864240e+02,1.868686868686868507e-01,1.904074702310245507e-05
1.326633165829145469e+02,1.767676767676767402e-01,1.886657724757475428e-05
1.336683417085426981e+02,1.666666666666666297e-01,1.866749170396395533e-05
1.346733668341708494e+02,1.565656565656565191e-01,1.843048766873693701e-05
1.356783919597989723e+02,1.464646464646464086e-01,1.813645738309136606e-05
1.366834170854271235e+02,1.363636363636363535e-01,1.775739457511347778e-05
1.376884422110552748e+02,1.262626262626262430e-01,1.725243036117684746e-05
1.386934673366833977e+02,1.161616161616161325e-01,1.656233566882484663e-05
1.396984924623115489e+02,1.060606060606060219e-01,1.560217446954172322e-05
1.407035175879397002e+02,9.595959595959591137e-02,1.425208771749416041e-05
1.417085427135678231e+02,8.585858585858580083e-02,1.234704061423699543e-05
1.427135678391959743e+02,7.575757575757574580e-02,9.668306079188969623e-06
1.437185929648240972e+02,6.565656565656563526e-02,5.943183959354092865e-06
1.447236180904522485e+02,5.555555555555552472e-02,8.652923813419727135e-07
1.457286432160803997e+02,4.545454545454541417e-02,-5.846089221738375978e-06
1.467336683417085226e+02,3.535353535353530363e-02,-1.433002513453416008e-05
1.477386934673366738e+02,2.525252525252519309e-02,-2.441658892270884247e-05
